id,price_000,yr_2001,yr_2002,yr_2003,yr_2004,yr_2005,yr_2006,apt,floor,age_0_10,age_10_20,age_20_more,num_room,num_bath,num_garage,area_m2,ses,pop_dens,pcnt_indu,pcnt_com,pcnt_insti,pcnt_vacant,pcn_green,homicides,house,ses_bin,lnprice,price_hi
40003,60000,1,0,0,0,0,0,1,5,1,0,0,3,2,1,70,4,830.78,0,0,0.49,0,1.74,39.92,0,0,11.0021,0
40039,39000,1,0,0,0,0,0,0,0,0,0,1,3,2,0,70,3,,0,9.21,1.73,0,0.69,46,1,0,10.57132,0
40007,140000,0,1,0,0,0,0,0,0,0,1,0,4,4,0,257,4,826.75,0,15.41,1.32,0,0.54,46,1,0,11.8494,1
40008,38000,0,1,0,0,0,0,1,1,0,1,0,3,4,1,115,4,914.15,0,8.16,5.57,0,1.55,45.87,0,0,10.54534,0
40010,110000,0,1,0,0,0,0,0,0,0,1,0,4,4,1,270,4,911.25,0,8.11,5.53,0,1.58,45.88,1,0,11.60824,1
40011,120000,0,1,0,0,0,0,0,0,0,1,0,4,2,2,268,4,757.37,0,0,0,0,0.4,46,1,0,11.69525,1
40012,140000,0,1,0,0,0,0,0,0,0,1,0,4,4,0,176,4,759.9,0,0,0,0,0.7,46,1,0,11.8494,1
40013,170000,0,1,0,0,0,0,0,0,0,0,1,4,2,0,277,4,794.03,0,0,0,0,0.73,46,1,0,12.04355,1
40014,190000,1,0,0,0,0,0,0,0,0,1,0,3,4,0,143,4,766.84,0,0,0,0,0.52,46,1,0,12.15478,1
40015,120000,1,0,0,0,0,0,0,0,0,1,0,4,3,2,220,4,630.6,0,10.85,4.36,0,1.16,46,1,0,11.69525,1
40016,130000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,280,4,386.8,0,24.03,6.4,0,0.64,46,1,0,11.77529,1
40017,60000,0,1,0,0,0,0,1,4,0,1,0,2,2,1,86,5,473.14,0,0,0.36,0,0.52,46,0,1,11.0021,0
40018,65000,0,0,0,0,0,0,1,3,0,0,1,,,,,2,333.145,0,8.145,7.62,0,0.575,46,0,0,11.08214255,0
40019,70000,1,0,0,0,0,0,1,5,0,1,0,3,3,1,117,3,193.15,0,16.29,14.88,0,0.63,46,0,0,11.15625,0
40020,75000,1,0,0,0,0,0,1,4,0,1,0,4,4,1,138,4,340.79,0,4.27,3.01,0,0.18,46,0,0,11.22524,0
40023,58000,0,1,0,0,0,0,1,5,1,0,0,3,3,1,65,4,838.24,0,0.13,1.05,0,0.89,39.44,0,0,10.9682,0
40024,100000,1,0,0,0,0,0,0,0,0,1,0,3,4,2,270,4,937.71,0,9.91,6.46,0,1.73,46,1,0,11.51293,0
40025,60000,1,0,0,0,0,0,1,1,0,1,0,2,2,1,95,4,951.52,0,10.39,6.97,0.05,1.64,46,0,0,11.0021,0
40026,42000,1,0,0,0,0,0,1,2,1,0,0,1,4,1,42,4,705.56,0,0,1.96,0,0,42.42,0,0,10.64542,0
40030,100000,1,0,0,0,0,0,0,0,0,1,0,4,1,1,138,4,823.08,0,15.51,1.16,0,0.51,46,1,0,11.51293,0
40032,135000,1,0,0,0,0,0,0,0,0,1,0,4,3,3,430,4,744.15,0,0,1.2,0,0,37.97,1,0,11.81303,1
40034,160000,1,0,0,0,0,0,0,0,0,1,0,4,4,0,150,3,326.11,0,4.43,20.41,0,0.15,46,1,0,11.98293,1
40037,108000,1,0,0,0,0,0,0,0,0,1,0,4,3,3,250,4,871.69,0,14.22,3.2,0,0.91,46,1,0,11.58989,0
40038,180000,1,0,0,0,0,0,0,0,0,0,1,4,4,3,331,4,840.32,0,13.03,3.19,0,0.94,46,1,0,12.10071,1
40039,39000,1,0,0,0,0,0,0,0,0,0,1,3,2,0,70,3,657.13,0,9.21,1.73,0,0.69,46,1,0,10.57132,0
40041,36000,1,0,0,0,0,0,1,5,0,1,0,3,1,0,61,3,834.88,0,15.2,1.66,0,0.61,46,0,0,10.49127,0
40045,163400,0,0,0,1,0,0,0,0,1,0,0,4,3,2,300,4,222.24,0,11.19,18.95,0,0.25,46,1,0,12.00396,1
40047,240000,1,0,0,0,0,0,0,0,1,0,0,3,2,0,300,3,564.66,0,10.34,11.19,0,0.28,46,1,0,12.38839,1
40049,40000,1,0,0,0,0,0,1,4,0,1,0,2,2,1,83,4,743.02,0,0,0.03,0,0.04,45.82,0,0,10.59663,0
40055,77000,0,1,0,0,0,0,1,3,1,0,0,2,2,1,70,3,403.27,0,0,1.93,0,2.54,34,0,0,11.25156,0
40065,190000,1,0,0,0,0,0,0,0,0,1,0,4,1,3,380,4,886.97,0,0,1.51,0,0.73,34,1,0,12.15478,1
40066,150000,1,0,0,0,0,0,0,0,0,1,0,4,2,1,359,4,376.3,0,16.13,11.15,0,0.56,46,1,0,11.91839,1
40067,120000,1,0,0,0,0,0,0,0,0,1,0,4,2,1,240,4,805.53,0,15.16,1.84,0,0.5,46,1,0,11.69525,1
40069,350000,1,0,0,0,0,0,0,0,0,1,0,4,4,2,350,3,416.37,0,0,0.42,0,1.23,34,1,0,12.76569,1
40071,170000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,320,4,895.76,0,0,1.71,0,0.16,35.65,1,0,12.04355,1
40073,160000,1,0,0,0,0,0,0,0,0,1,0,4,3,2,248,4,861.39,0,0,0,0,1.45,46,1,0,11.98293,1
40079,20000,1,0,0,0,0,0,1,3,0,1,0,3,2,0,33,3,424.46,0,0,2.12,0,0.55,46,0,0,9.903487,0
40080,27000,1,0,0,0,0,0,1,5,0,1,0,2,2,0,47,3,701.55,0,12.89,2.99,0,0.41,46,0,0,10.20359,0
40085,65000,1,0,0,0,0,0,1,3,0,1,0,3,4,1,117,4,610.67,0,0,3.49,0,0.04,44.55,0,0,11.08214,0
40095,180000,1,0,0,0,0,0,0,0,1,0,0,4,4,1,404,4,831.55,0,0,1.86,0,0.7,34.5,1,0,12.10071,1
40101,160000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,234,4,909.09,0,0,1.6,0,0,36.42,1,0,11.98293,1
40104,55000,0,1,0,0,0,0,0,0,0,1,0,2,3,0,164,3,828.72,0,0,0.47,0,1.62,41.28,1,0,10.91509,0
40105,64000,0,0,1,0,0,0,1,2,1,0,0,2,3,1,60,4,885.03,0,0,1.29,0,0,38.31,0,0,11.06664,0
40108,140000,0,0,0,1,0,0,0,0,0,0,1,3,4,1,182,4,396.47,0,4.19,11.05,0,0.33,46,1,0,11.8494,1
40109,150000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,344,4,833.45,0,0,1.84,0,0.75,34.28,1,0,11.91839,1
40112,245000,1,0,0,0,0,0,0,0,0,1,0,4,2,0,220,3,902.86,0,6.76,4.66,0,1.14,45.62,1,0,12.40901,1
40115,46000,1,0,0,0,0,0,1,3,1,0,0,1,4,1,48,4,478.46,0,0,2.8,0,0,38.74,0,0,10.7364,0
40116,150000,0,1,0,0,0,0,0,0,0,1,0,4,4,1,350,4,846.6,0,0,0.81,0,0,41.08,1,0,11.91839,1
40125,82000,1,0,0,0,0,0,0,0,0,0,1,4,4,2,366,4,826.37,0,3.94,2.85,0,1.44,44.94,1,0,11.31447,0
40126,48383,1,0,0,0,0,0,1,5,1,0,0,1,2,1,53,4,427.55,0,0,1.47,0,0.01,36.12,0,0,10.7869,0
40018,89191.5,1,0,0,0,0,0,1,3,0,0,1,1,2,0,176.5,,339.5,,,,,0.14,41.06,0,0,11.39854102,0
40137,130000,1,0,0,0,0,0,0,0,0,1,0,3,4,1,300,4,251.45,0,6.39,20.43,0,0.27,46,1,0,11.77529,1
40143,58000,0,1,0,0,0,0,1,1,0,1,0,2,3,0,106,3,757.63,0,3.06,2.08,0.26,0.49,46,0,0,10.9682,0
40146,47000,1,0,0,0,0,0,1,6,1,0,0,2,3,1,48,4,567.81,0,0,1.12,0,0.53,35.01,0,0,10.7579,0
40147,100000,1,0,0,0,0,0,0,0,0,1,0,3,4,2,162,3,626.66,0,0.34,0.23,0,1.31,46,1,0,11.51293,0
40150,130000,0,1,0,0,0,0,0,0,0,0,1,4,4,1,270,4,830.95,0,0,0.55,0,1.71,39.11,1,0,11.77529,1
40160,57500,1,0,0,0,0,0,1,1,0,1,0,2,1,1,63,4,816.6,0,0,1.49,0,0.21,35.76,0,0,10.95954,0
40162,21669,1,0,0,0,0,0,1,2,1,0,0,1,1,1,36,4,877.99,0,0,1.2,0,0,38.86,0,0,9.983638,0
40163,90000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,91,3,780.7,0,0,1,0,0,43.61,1,0,11.40757,0
40174,85000,1,0,0,0,0,0,1,1,0,1,0,4,4,1,157,4,890.37,0,0,1.36,0,0,37.9,0,0,11.35041,0
40193,40000,1,0,0,0,0,0,1,4,0,1,0,2,2,1,83,4,738.08,0,0,0.03,0,0.05,45.85,0,0,10.59663,0
40195,76000,1,0,0,0,0,0,1,3,1,0,0,2,3,1,74,4,603.2,0,0,1.87,0,2.23,34,0,0,11.23849,0
40196,35000,1,0,0,0,0,0,1,3,0,1,0,2,2,0,53,4,833.36,0,0,0.61,0,0,42.34,0,0,10.4631,0
40197,57500,,,,,,,1,1,0,1,0,2,1,1,63,4,816.6,0,0,1.49,0,0.21,35.76,0,0,10.95954,0
40199,140000,1,0,0,0,0,0,0,0,0,0,1,4,4,1,300,4,545.93,0,0,1.61,0,0.32,46,1,0,11.8494,1
40202,90000,1,0,0,0,0,0,0,0,0,1,0,4,2,1,170,4,803.21,0,0.95,1.1,0,1.28,43.18,1,0,11.40757,0
40223,51000,0,1,0,0,0,0,1,3,1,0,0,2,4,1,99,1,658.81,0,0,0.14,0,0.21,46,0,0,10.83958,0
40229,55000,1,0,0,0,0,0,1,5,1,0,0,2,3,1,55,4,460.39,0,11.62,10.65,0,0.7,46,0,0,10.91509,0
40234,55000,1,0,0,0,0,0,1,5,1,0,0,2,4,1,55,4,463.68,0,11.57,10.55,0,0.71,46,0,0,10.91509,0
40242,32000,0,1,0,0,0,0,1,1,1,0,0,1,4,0,37,4,866.23,0,0,1.04,0,0,39.78,0,0,10.37349,0
40246,110000,1,0,0,0,0,0,0,0,0,1,0,4,4,2,290,3,764.15,0,6.24,1.7,0,1.47,46,1,0,11.60824,1
40258,210000,0,0,1,0,0,0,0,0,0,0,1,4,2,1,295,3,678.14,0,0,0,0,0.67,46,1,0,12.25486,1
40265,100000,1,0,0,0,0,0,0,0,0,1,0,4,4,2,240,4,864.99,0,0,1.03,0,0,39.87,1,0,11.51293,0
40277,380000,0,1,0,0,0,0,0,0,0,0,1,4,2,3,375,4,826.19,0,1.65,1.27,0,0.26,45.08,1,0,12.84793,1
40282,112000,0,0,1,0,0,0,0,0,0,0,1,1,3,3,250,4,247.43,0,4.84,22.73,0,0.05,46,1,0,11.62625,1
40292,45000,1,0,0,0,0,0,0,0,0,1,0,4,4,0,147,2,801.45,0,6.5,3.14,0,1.44,46,1,0,10.71442,0
40295,37000,1,0,0,0,0,0,1,1,1,0,0,1,4,1,42,4,693.88,0,0,2.1,0,0,42.48,0,0,10.51867,0
40307,150000,1,0,0,0,0,0,0,0,0,1,0,4,3,1,270,4,546.38,0,0,1.57,0,0.33,46,1,0,11.91839,1
40309,35000,1,0,0,0,0,0,1,3,0,1,0,2,2,0,53,4,834.18,0,0,0.62,0,0,42.27,0,0,10.4631,0
40313,58000,1,0,0,0,0,0,1,5,1,0,0,2,2,0,56,4,440.04,0,0,9.13,0,0.05,45.65,0,0,10.9682,0
40317,276000,1,0,0,0,0,0,0,0,0,0,1,4,4,0,254,3,298.63,0,0,0,0,0,46,1,0,12.52816,1
40332,150000,1,0,0,0,0,0,0,0,0,0,1,4,4,3,275,4,725.61,0,0,1.15,0,0.06,44.91,1,0,11.91839,1
40333,46000,1,0,0,0,0,0,1,5,1,0,0,2,4,1,53,4,833.74,0,0,0.78,0,1.58,36.71,0,0,10.7364,0
40334,75000,0,1,0,0,0,0,1,3,0,1,0,3,2,1,74,4,398.46,0,0,2.14,0,3.06,34,0,0,11.22524,0
40349,185000,0,1,0,0,0,0,0,0,1,0,0,4,4,1,258,4,814.94,0,0,0.37,0,0,43.77,1,0,12.12811,1
40353,130000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,202,4,871.2,0,0,0,0,1.56,46,1,0,11.77529,1
40354,50000,1,0,0,0,0,0,1,3,1,0,0,3,3,1,73,4,650.91,0,0,0,0,0.23,46,0,0,10.81978,0
40363,100000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,206,3,933.96,0,8.68,5.9,0,1.38,46,1,0,11.51293,0
40364,60000,1,0,0,0,0,0,1,3,0,1,0,2,2,1,92,4,589.02,0,0.74,3.46,0,0.89,46,0,0,11.0021,0
40365,90000,1,0,0,0,0,0,0,0,0,0,1,4,2,1,140,4,835.44,0,0,0.64,0,0,42.17,1,0,11.40757,0
40368,120000,1,0,0,0,0,0,0,0,0,0,1,4,4,0,299,4,471.69,0,0,0,0,0.01,46,1,0,11.69525,1
40371,120000,1,0,0,0,0,0,0,0,0,1,0,4,4,3,170,4,406.48,0,0,2.13,0,3.07,34,1,0,11.69525,1
40381,120000,1,0,0,0,0,0,0,0,0,0,1,4,3,0,250,4,894.78,0,0,1.57,0,0.45,35.17,1,0,11.69525,1
40382,57000,1,0,0,0,0,0,1,1,0,1,0,3,3,1,77,4,697.8,0,0,0,0,0.03,46,0,0,10.95081,0
40383,90000,0,1,0,0,0,0,0,0,0,0,1,3,3,3,270,4,923.7,0,10.43,5.85,0,1.61,46,1,0,11.40757,0
40384,145000,1,0,0,0,0,0,0,0,0,1,0,4,4,2,226,4,896.22,0,0,1.6,0,0.61,34,1,0,11.88449,1
40389,80000,1,0,0,0,0,0,0,0,0,0,1,4,2,2,198,4,889.14,0,0,1.34,0,0,37.99,1,0,11.28978,0
40393,67000,1,0,0,0,0,0,1,5,0,1,0,4,4,1,89,4,893.28,0,6.29,4.27,0,1,46,0,0,11.11245,0
40402,96000,1,0,0,0,0,0,0,0,0,1,0,4,2,2,206,4,856.55,0,0,1.22,0,1.15,34,1,0,11.4721,0
40407,70000,1,0,0,0,0,0,0,0,0,1,0,4,2,0,180,4,730.85,0,2.22,1.26,0,1.51,46,1,0,11.15625,0
40415,58000,0,1,0,0,0,0,1,7,0,1,0,2,2,1,60,4,466.59,0,0,1.92,0,0,37.08,0,0,10.9682,0
40422,90000,1,0,0,0,0,0,1,1,0,1,0,3,4,1,81,4,891.08,0,0,1.55,0,0.68,34,0,0,11.40757,0
40423,125000,1,0,0,0,0,0,0,0,0,1,0,3,4,1,285,4,434.74,0,0,0,0,0.03,46,1,0,11.73607,1
40425,64500,1,0,0,0,0,0,0,0,0,1,0,3,2,0,140,4,489.8,0,5.72,0.78,0,0.48,46,1,0,11.07442,0
40426,98000,1,0,0,0,0,0,0,0,0,0,1,4,4,2,350,4,831.69,0,15.28,1.52,0,0.58,46,1,0,11.49272,0
40428,89000,1,0,0,0,0,0,0,0,0,1,0,3,3,0,200,4,379.14,0,0,0,0,0.53,46,1,0,11.39639,0
40429,250000,1,0,0,0,0,0,0,0,0,0,1,4,4,3,437,3,401.84,0,5.51,10.18,0,0.24,46,1,0,12.42922,1
40330,145000,1,0,0,0,0,0,0,,0,1,0,4,4,2,226,,896.22,0,0,1.6,0,0.61,34,1,0,11.88449,1
40440,180000,1,0,0,0,0,0,0,0,0,0,1,3,2,2,330,4,697.49,0,0,2.22,0,0,43.68,1,0,12.10071,1
40443,110000,1,0,0,0,0,0,1,11,1,0,0,3,4,2,112,3,278.54,0,4.61,22.28,0,0.02,46,0,0,11.60824,1
40444,55000,1,0,0,0,0,0,1,7,0,1,0,2,2,1,65,4,631.28,0,0,3.08,0,0,43.2,0,0,10.91509,0
40445,85000,1,0,0,0,0,0,1,4,0,1,0,3,3,3,150,4,331.11,0,5.66,20.24,0,0.07,46,0,0,11.35041,0
40448,40000,1,0,0,0,0,0,1,7,1,0,0,1,3,1,39,4,877.73,0,0,1.19,0,0,38.88,0,0,10.59663,0
40457,48000,0,1,0,0,0,0,1,1,1,0,0,2,2,0,52,4,880.61,0,0,1.23,0,0,38.66,0,0,10.77896,0
40458,150000,0,0,1,0,0,0,0,0,0,0,1,4,2,1,209,3,406.13,0,6.17,3.26,0,0.19,46,1,0,11.91839,1
40460,160000,1,0,0,0,0,0,0,0,0,1,0,4,4,2,200,4,683.65,0,0,1.27,0,0,37.34,1,0,11.98293,1
40464,48000,1,0,0,0,0,0,1,1,0,1,0,2,3,0,84,3,90.85,0,41.44,3.63,0,0.79,46,0,0,10.77896,0
40465,130000,1,0,0,0,0,0,0,0,0,0,1,4,4,1,332,3,937.41,0,12.49,5.95,0,1.46,46,1,0,11.77529,1
40469,100000,1,0,0,0,0,0,0,0,0,0,1,4,4,1,300,3,743.99,0,0.13,0.73,0,1.17,46,1,0,11.51293,0
40474,150000,0,0,1,0,0,0,0,0,0,1,0,4,2,2,130,4,392.99,0,4.81,13.65,0,0.28,46,1,0,11.91839,1
40484,65000,1,0,0,0,0,0,1,5,0,1,0,2,1,1,62,4,735.64,0,0,1.89,0,1.38,34,0,0,11.08214,0
40485,150000,1,0,0,0,0,0,0,0,0,0,1,4,3,2,370,4,505.5,0,0,1.98,0,2.18,34,1,0,11.91839,1
40487,70000,1,0,0,0,0,0,0,0,0,1,0,4,2,0,160,3,671.68,0,0,1.3,0,0,37.35,1,0,11.15625,0
40491,70000,0,0,1,0,0,0,0,0,0,0,1,4,3,0,88,4,306.35,0,3.77,1.05,0,0.13,46,1,0,11.15625,0
40495,40000,1,0,0,0,0,0,1,7,,,,1,3,1,39,,877.73,0,0,1.19,0,0,38.88,0,0,10.59663,0
40505,50000,0,1,0,0,0,0,1,6,1,0,0,2,4,1,53,4,809.49,0,5.03,2.84,0,1.58,46,0,0,10.81978,0
40510,48000,0,1,0,0,0,0,1,3,1,0,0,1,4,1,42,4,759.42,0,14.24,3.63,0,0.45,46,0,0,10.77896,0
40524,75000,1,0,0,0,0,0,1,2,0,1,0,4,3,1,110,4,907.55,0,0,1.72,0,0.28,34.73,0,0,11.22524,0
40528,60000,0,1,0,0,0,0,1,6,1,0,0,2,2,1,59,4,715.71,0,0,1.9,0,1.5,34,0,0,11.0021,0
40532,80000,1,0,0,0,0,0,0,0,0,0,1,3,4,2,150,4,819.13,0,0,0.43,0,0,43.44,1,0,11.28978,0
40538,200000,0,0,1,0,0,0,0,0,0,0,1,3,2,1,407,4,831.89,0,0,0.99,0,1.49,34,1,0,12.20607,1
40547,140000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,280,4,643.38,0,0,1.11,0,0.07,35.98,1,0,11.8494,1
40548,100000,1,0,0,0,0,0,0,0,0,1,0,4,4,1,118,4,841.4,0,0,0.86,0,1.23,38.75,1,0,11.51293,0
40549,70000,0,1,0,0,0,0,1,4,1,0,0,2,1,1,70,4,912.81,0,0,1.66,0,0.05,35.88,0,0,11.15625,0
40558,32000,0,0,1,0,0,0,1,2,1,0,0,1,4,0,36,4,835.12,0,0.24,1.08,0,0.9,39.86,0,0,10.37349,0
40559,93500,0,0,1,0,0,0,1,4,1,0,0,3,2,1,119,4,884.17,0,12.9,4.14,0,1.14,46,0,0,11.44572,0
40563,115000,0,1,0,0,0,0,0,0,0,0,1,3,4,2,174,3,888.15,0,0.32,0.15,0,1.76,46,1,0,11.65269,1
40564,200000,0,0,0,1,0,0,0,0,0,0,1,5,4,1,184,3,763.8,0,3.96,2.98,0,1.47,46,1,0,12.20607,1
40568,170000,0,0,1,0,0,0,0,0,0,1,0,4,4,1,378,4,816.97,0,14.95,1.5,0,0.57,46,1,0,12.04355,1
40569,115000,0,0,1,0,0,0,0,0,0,1,0,4,2,1,235,4,800.76,0,14.58,1.47,0,0.56,46,1,0,11.65269,1
40570,135000,0,1,0,0,0,0,0,0,0,0,1,4,2,1,267,4,863.33,0,3.82,2.98,0,0.96,43.69,1,0,11.81303,1
40571,170000,0,0,1,0,0,0,0,0,0,0,1,4,2,1,220,3,811.22,0,0,0.51,0,0,43.64,1,0,12.04355,1
40596,67500,0,1,0,0,0,0,1,5,1,0,0,2,2,1,55,4,494.56,0,0,1.07,0,0.72,34.69,0,0,11.11988,0
40608,51000,0,1,0,0,0,0,1,5,0,1,0,3,3,0,100,3,610.7,0,0,0,0,0.19,46,0,0,10.83958,0
40609,43000,0,1,0,0,0,0,1,3,1,0,0,2,4,1,80,3,624.13,0,0,0,0,0.14,46,0,0,10.66896,0
40619,65000,0,1,0,0,0,0,0,0,0,0,1,4,4,1,420,2,612.42,0,0,1.86,0,0,38.64,1,0,11.08214,0
40623,120000,0,1,0,0,0,0,0,0,0,1,0,4,4,1,160,3,140.78,0,32.76,8.38,0,0.52,46,1,0,11.69525,1
40629,95000,0,1,0,0,0,0,0,0,0,1,0,4,4,1,135,4,692.77,0,0,0,0,0.16,46,1,0,11.46163,0
40632,85000,0,1,0,0,0,0,0,0,0,1,0,4,1,1,138,4,776.11,0,0,1.92,0,0.88,34.59,1,0,11.35041,0
40634,55000,0,1,0,0,0,0,0,0,0,1,0,2,2,0,100,3,104.92,0,37.85,5.05,0,0.8,46,1,0,10.91509,0
40637,55000,0,1,0,0,0,0,1,3,0,1,0,3,4,1,95,3,379.53,0,5.51,2.47,0,0.18,46,0,0,10.91509,0
40638,50000,0,1,0,0,0,0,1,4,1,0,0,2,3,1,64,3,580.21,0,0,1.01,0,0.29,46,0,0,10.81978,0
40641,135000,0,1,0,0,0,0,0,0,0,1,0,4,4,0,200,6,592.78,0,0,1.49,0,1.09,34.38,1,1,11.81303,1
40646,140000,0,1,0,0,0,0,0,0,0,0,1,4,2,3,248,4,896.12,0,0,1.73,0,0.4,34.47,1,0,11.8494,1
40651,300000,0,1,0,0,0,0,0,0,0,1,0,3,4,0,200,3,414.31,0,0,0,0,0.7,46,1,0,12.61154,1
40666,110000,0,1,0,0,0,0,0,0,0,0,1,3,4,1,270,3,928.54,0,10.49,6.02,0,1.63,46,1,0,11.60824,1
40676,120000,0,1,0,0,0,0,1,5,1,0,0,3,3,2,114,5,442.08,0,0.15,0.07,0,0.77,46,0,1,11.69525,1
40680,125000,0,1,0,0,0,0,0,0,0,1,0,4,2,1,189,4,364.92,0,0,1.19,0,2.12,34,1,0,11.73607,1
40684,55000,0,0,1,0,0,0,1,1,0,1,0,3,2,0,102,3,616.08,0,0,0,0,0.19,46,0,0,10.91509,0
40686,120000,0,1,0,0,0,0,0,0,0,0,1,3,4,1,150,3,660.34,0,12.07,4.73,0,0.38,46,1,0,11.69525,1
40687,240000,0,1,0,0,0,0,0,0,0,0,1,4,2,3,260,3,806.29,0,0,0.75,0,1.84,34,1,0,12.38839,1
40688,150000,0,1,0,0,0,0,0,0,0,0,1,3,3,0,214,3,845.99,0,0,0.8,0,0,41.18,1,0,11.91839,1
40696,120000,0,1,0,0,0,0,0,0,0,1,0,4,4,3,170,4,405.38,0,0,2.13,0,3.05,34,1,0,11.69525,1
40708,27000,0,1,0,0,0,0,1,7,0,1,0,2,1,0,44,3,893.34,0,13.65,4.11,0,1.09,46,0,0,10.20359,0
40709,98500,0,1,0,0,0,0,0,0,0,0,1,4,4,2,170,3,922.73,0,8.06,5.47,0.1,1.28,46,1,0,11.49781,0
40710,120000,0,1,0,0,0,0,0,0,0,0,1,4,4,0,150,4,862.06,0,11.55,4.07,0,1.2,46,1,0,11.69525,1
40711,130000,0,0,1,0,0,0,1,5,0,1,0,4,4,2,160,4,774.85,0,0,1.58,0,0.46,35.28,0,0,11.77529,1
40718,180000,0,1,0,0,0,0,0,0,0,1,0,4,4,1,240,4,823.08,0,15.51,1.16,0,0.51,46,1,0,12.10071,1
40719,39000,0,1,0,0,0,0,0,0,0,1,0,3,4,1,150,4,932.12,0,12.63,5.73,0,1.42,46,1,0,10.57132,0
40720,30000,0,1,0,0,0,0,1,4,0,1,0,3,2,0,48,3,926.57,0,9,6.11,0.21,1.43,46,0,0,10.30895,0
40721,50000,0,1,0,0,0,0,1,7,1,0,0,1,2,0,36,4,897.4,0,0,1.45,0,0,37.35,0,0,10.81978,0
40727,150000,0,1,0,0,0,0,0,0,0,1,0,4,4,0,94,3,294.08,0,0.03,0,0,0.07,46,1,0,11.91839,1
40729,130000,0,1,0,0,0,0,0,0,0,0,1,4,4,1,330,4,294.84,0,4.94,21.65,0,0.04,46,1,0,11.77529,1
40732,125000,0,1,0,0,0,0,0,0,0,1,0,4,1,1,117,4,838.3,0,0,0.82,0,0,40.84,1,0,11.73607,1
40742,58000,0,1,0,0,0,0,1,4,1,0,0,2,3,0,83,5,473.97,0,0,0,0,0.89,46,0,1,10.9682,0
40744,120000,0,1,0,0,0,0,0,0,0,0,1,4,2,2,200,3,717.74,0,0.17,1,0,1.12,46,1,0,11.69525,1
40745,93500,0,1,0,0,0,0,1,1,0,1,0,4,4,1,119,5,887.96,0,12.69,4.3,0,1.18,46,0,1,11.44572,0
40746,32000,0,1,0,0,0,0,1,2,1,0,0,1,2,1,36,4,838.94,0,0.16,1.08,0,0.87,39.43,0,0,10.37349,0
40762,35000,0,1,0,0,0,0,1,3,1,0,0,2,4,0,64,3,700.49,0,0,0,0,0.03,46,0,0,10.4631,0
40763,70000,0,1,0,0,0,0,0,0,0,1,0,4,2,0,112,4,594.33,0,0,2.04,0,0,38.89,1,0,11.15625,0
40773,520000,0,1,0,0,0,0,0,0,0,0,1,3,2,3,400,3,160.28,0,24.15,11.05,0,0.73,46,1,0,13.16158,1
40781,45000,0,1,0,0,0,0,1,3,1,0,0,1,3,0,42,4,775.2,0,14.55,3.02,0,0.47,46,0,0,10.71442,0
40795,130000,0,0,1,0,0,0,0,0,0,0,1,4,4,1,170,3,874.43,0,0.3,1.33,0,0.12,39.27,1,0,11.77529,1
40799,120000,0,1,0,0,0,0,0,0,0,0,1,3,4,0,310,5,853.09,0,0,0.87,0,0,40.8,1,1,11.69525,1
40804,57000,0,1,0,0,0,0,1,1,1,0,0,3,4,1,77,4,566.92,0,0,0,0,0.05,46,0,0,10.95081,0
40809,95000,0,0,0,1,0,0,0,0,0,0,1,4,4,2,225,4,584.37,0,12.44,5.29,0,1.05,46,1,0,11.46163,0
40813,52000,0,1,0,0,0,0,1,3,1,0,0,2,4,1,52,4,906.51,0,0,1.72,0,0.31,34.64,0,0,10.859,0
40815,110000,0,1,0,0,0,0,0,0,0,1,0,5,5,3,270,4,865.16,0,0,1.25,0,0.86,36.42,1,0,11.60824,1
40816,135000,0,0,1,0,0,0,0,0,0,0,1,4,3,2,250,4,912.9,0,0,1.67,0,0.06,35.81,1,0,11.81303,1
40817,135000,0,1,0,0,0,0,0,0,0,0,1,4,2,2,228,4,438.09,0,0,1.63,0,1.98,34,1,0,11.81303,1
40820,72000,0,1,0,0,0,0,1,2,0,1,0,3,2,1,113,3,348.14,0,2.37,2.91,0,0.26,46,0,0,11.18442,0
40824,740000,0,1,0,0,0,0,0,0,0,0,1,4,4,1,280,4,943.15,0,11.36,6.38,0,1.61,46,1,0,13.51441,1
40827,70000,0,1,0,0,0,0,1,1,0,1,0,3,4,1,138,4,523.22,0,0,3.4,0,0.27,46,0,0,11.15625,0
40833,250000,0,1,0,0,0,0,0,0,0,1,0,5,4,1,228,4,675.2,0,0,0,0,1.48,46,1,0,12.42922,1
40834,120000,0,1,0,0,0,0,0,0,0,1,0,4,4,1,210,4,387.18,0,17.75,9.85,0,0.6,46,1,0,11.69525,1
40840,35000,0,1,0,0,0,0,1,3,0,1,0,1,1,0,37,4,867.26,0,0,1.06,0,0,39.7,0,0,10.4631,0
40841,46000,0,1,0,0,0,0,1,5,1,0,0,1,4,1,53,4,831.68,0,0,0.77,0,1.61,36.49,0,0,10.7364,0
